Gender,Education,Income,Marital Status,LoyaltyStatus,Customer Lifetime Value,EnrollmentType,year,month,day,cancel_year,cancel_month,tenure,NumFlights,NumFlightsWithCompanions,DistanceKM,PointsAccumulated,PointsRedeemed
male,Bachelor,21474.0,Married,Nova,8668.61,Standard,2019,1,17,,,,237.3,30.5,446841.3,44674.229999999996,33548.0
female,College,0.0,Single,Nova,8672.81,Standard,2016,5,11,,,,191.9,39.0,376210.9,37612.29,20651.4
female,Bachelor,43963.0,Married,Nova,8673.59,Standard,2020,10,4,,,,98.5,22.0,193643.0,19359.6,5817.0
male,Bachelor,43963.0,Married,Nova,8673.59,Standard,2018,1,9,,,,126.3,20.6,395605.3,39551.33,13526.1
male,Bachelor,52717.0,Married,Nova,8679.84,Standard,2019,11,5,,,,216.0,70.1,294762.1,29470.41,7155.4
male,Bachelor,52717.0,Married,Nova,8679.84,Standard,2016,9,15,,,,216.9,55.4,284591.9,28450.09,7849.0
female,College,0.0,Married,Nova,8681.05,Standard,2015,6,14,,,,135.1,31.9,367079.0,36701.3,6078.1
female,Bachelor,87544.0,Married,Nova,8685.92,Standard,2019,11,15,,,,245.4,32.0,568191.4,56811.34,10275.3
female,Bachelor,87544.0,Married,Nova,8685.92,Standard,2021,6,25,,,,194.3,50.0,400067.1,40001.81,9192.0
male,Bachelor,59098.0,Divorced,Nova,8688.75,Standard,2015,9,27,,,,267.3,52.2,596978.7,59690.67,2417.0
male,Bachelor,31986.0,Divorced,Nova,8692.28,Standard,2018,3,20,,,,209.7,73.2,422685.0,42259.8,12226.5
male,Bachelor,97768.0,Divorced,Nova,8692.64,Standard,2019,8,6,,,,187.4,36.9,295299.3,29521.329999999998,15487.9
female,Bachelor,88294.0,Married,Nova,8693.65,Standard,2017,8,31,,,,220.4,28.8,420724.1,42065.11,10357.0
female,Bachelor,26287.0,Married,Nova,8697.79,Standard,2015,5,8,,,,229.2,48.0,509986.3,50990.73,23995.3
male,Bachelor,29540.0,Divorced,Nova,8697.88,Standard,2020,6,15,,,,142.9,36.7,150699.6,15064.06,3442.0
male,Bachelor,57107.0,Married,Nova,8707.62,Standard,2017,8,13,,,,164.0,37.6,373838.8,37378.38,0.0
female,Bachelor,57107.0,Married,Nova,8707.62,2021 Promotion,2021,4,8,2021.0,12.0,0.0,27.0,12.0,105319.0,10530.0,0.0
male,Bachelor,30090.0,Married,Nova,8708.28,Standard,2019,12,9,,,,218.0,34.9,471770.4,47167.44,0.0
male,Bachelor,30090.0,Married,Nova,8708.28,Standard,2020,8,24,,,,70.0,12.0,145746.4,14569.74,0.0
male,College,0.0,Married,Nova,8709.32,Standard,2017,7,19,,,,197.7,50.4,345231.5,34517.95,0.0
male,Bachelor,41546.0,Divorced,Nova,8709.85,Standard,2021,9,3,,,,5.0,5.0,22048.0,2204.0,0.0
male,Bachelor,85185.0,Married,Nova,8709.85,Standard,2021,9,28,,,,16.0,7.0,28162.0,2815.0,0.0
female,Bachelor,68516.0,Married,Nova,8712.16,Standard,2018,10,27,,,,139.5,46.3,315977.1,31591.51,17292.9
female,College,0.0,Divorced,Nova,8714.92,Standard,2017,4,10,,,,249.4,46.2,513773.6,51367.36,10507.0
male,College,0.0,Divorced,Nova,8714.92,Standard,2019,1,6,,,,157.3,29.1,268673.0,26861.6,16529.3
female,Bachelor,83846.0,Married,Nova,8717.05,Standard,2021,11,21,,,,4.0,1.0,19053.0,1905.0,0.0
male,Bachelor,83846.0,Married,Nova,8717.05,Standard,2018,12,5,2021.0,9.0,3.0,154.5,41.3,398347.3,39829.13,16792.2
male,Bachelor,83846.0,Married,Nova,8717.05,Standard,2015,10,28,,,,253.1,92.6,427708.6,42762.46,0.0
male,Bachelor,83846.0,Married,Nova,8717.05,Standard,2018,6,13,,,,160.5,31.1,285467.3,28544.829999999998,5985.0
female,College,0.0,Married,Nova,8717.56,Standard,2018,6,11,,,,201.2,61.1,451390.3,45131.23,13543.2
female,Bachelor,36645.0,Single,Nova,8717.85,2021 Promotion,2021,3,21,,,,259.7,32.1,450292.1,45019.81,5099.0
female,Bachelor,36645.0,Single,Nova,8717.85,Standard,2021,12,21,,,,208.7,56.6,315686.3,31563.829999999998,11565.0
female,Bachelor,59763.0,Married,Nova,8719.9,Standard,2016,5,26,,,,198.0,73.3,376070.7,37597.27,7510.0
female,Bachelor,25752.0,Married,Nova,8720.46,Standard,2020,12,4,,,,25.0,8.0,58896.0,5888.0,0.0
male,Bachelor,25752.0,Married,Nova,8720.46,Standard,2020,3,1,,,,157.5,39.3,339791.2,33972.32,12024.8
female,Bachelor,25680.0,Divorced,Nova,8722.9,Standard,2018,6,13,2019.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
male,College,0.0,Married,Nova,8728.46,2021 Promotion,2021,2,14,2021.0,10.0,0.0,66.0,8.0,119293.0,11927.0,0.0
female,College,0.0,Married,Nova,8728.46,Standard,2016,10,21,,,,269.2,36.5,491639.0,49152.1,19808.0
male,Bachelor,43259.0,Married,Nova,8730.42,2021 Promotion,2021,3,12,,,,71.0,21.0,150233.0,15021.0,3919.0
male,Bachelor,51205.0,Married,Nova,8732.09,Standard,2017,2,21,,,,216.9,39.6,492299.5,49221.65,0.0
male,Bachelor,53173.0,Single,Nova,8736.5,Standard,2019,11,14,,,,175.0,45.7,387554.9,38747.99,21975.2
female,Bachelor,61281.0,Married,Nova,8737.84,Standard,2020,6,22,,,,180.5,55.9,349643.9,34957.69,5577.0
female,Bachelor,91890.0,Married,Nova,8738.3,Standard,2018,12,20,,,,263.8,47.6,482697.2,48261.520000000004,12684.0
female,Bachelor,71592.0,Divorced,Nova,8742.06,Standard,2016,7,3,,,,266.5,22.6,449817.6,44973.76,2875.0
male,Bachelor,71592.0,Divorced,Nova,8742.06,Standard,2021,6,22,,,,35.0,3.0,86071.0,8605.0,0.0
male,Bachelor,37224.0,Divorced,Nova,8742.47,2021 Promotion,2021,4,17,,,,192.1,45.9,363863.1,36379.51,29649.5
male,Bachelor,99517.0,Divorced,Nova,8743.85,Standard,2021,10,26,,,,4.0,0.0,24780.0,2478.0,0.0
male,Bachelor,61706.0,Married,Nova,8744.73,Standard,2015,10,21,,,,260.9,33.5,416407.9,41633.89,16480.6
male,Bachelor,59047.0,Divorced,Nova,8750.64,2021 Promotion,2015,8,6,,,,168.7,15.3,279993.9,27991.29,24606.9
female,Bachelor,51209.0,Married,Nova,8754.23,Standard,2020,10,14,,,,77.8,18.9,160152.8,16011.98,4689.0
male,High School or Below,28280.0,Married,Nova,8759.59,Standard,2021,9,19,,,,25.0,8.0,68485.0,6847.0,7225.0
female,Doctor,20132.0,Divorced,Nova,8763.45,Standard,2016,4,23,,,,174.4,70.8,533228.1,53315.11,9622.0
female,Doctor,20132.0,Divorced,Nova,8763.45,2021 Promotion,2017,10,30,,,,213.1,44.9,392447.2,39237.12,3660.0
female,Bachelor,45484.0,Single,Nova,8767.63,Standard,2016,6,8,,,,205.4,60.4,525694.1,52560.91,30795.9
male,Bachelor,54726.0,Married,Nova,8779.09,Standard,2016,11,17,,,,178.2,39.5,408716.0,40864.3,10364.4
female,Doctor,16994.0,Married,Nova,8783.17,Standard,2020,5,5,,,,169.7,38.6,300328.4,30024.239999999998,10440.7
male,Bachelor,72897.0,Married,Nova,8793.52,Standard,2016,5,11,,,,192.2,69.2,585219.0,58513.8,17016.4
female,Bachelor,24550.0,Married,Nova,8798.31,Standard,2017,6,12,,,,114.3,26.9,329843.1,32975.91,6284.0
male,Bachelor,96390.0,Married,Nova,8802.19,Standard,2019,4,3,,,,235.4,63.5,350209.3,35012.63,32724.0
female,Bachelor,48990.0,Married,Nova,8804.54,Standard,2017,7,1,,,,155.5,59.3,361540.8,36148.68,14798.8
male,Bachelor,38638.0,Married,Nova,8804.58,Standard,2021,10,16,,,,13.0,5.0,4434.0,443.0,0.0
female,Bachelor,59762.0,Divorced,Nova,8807.61,Standard,2020,7,17,2021.0,3.0,1.0,106.6,9.6,152468.1,15242.21,0.0
male,Bachelor,76266.0,Single,Nova,8810.9,2021 Promotion,2021,4,11,,,,170.0,49.7,367128.5,36704.55,24072.6
male,Bachelor,76266.0,Single,Nova,8810.9,Standard,2018,1,22,,,,176.1,41.2,283502.8,28342.88,4013.0
male,College,0.0,Single,Nova,8818.05,Standard,2018,10,3,,,,176.2,56.6,370917.1,37085.21,15070.8
female,Bachelor,99845.0,Married,Nova,8819.02,Standard,2020,8,10,,,,93.2,18.4,167225.3,16717.63,0.0
male,Bachelor,99845.0,Married,Nova,8819.02,Standard,2015,6,9,,,,168.9,36.0,313280.6,31322.559999999998,17269.6
male,Bachelor,99845.0,Married,Nova,8819.02,Standard,2021,10,27,,,,6.0,1.0,38993.0,3898.0,0.0
female,Bachelor,99845.0,Married,Nova,8819.02,Standard,2021,10,5,2019.0,6.0,-2.0,17.0,7.0,23387.0,2338.0,0.0
male,Bachelor,99845.0,Married,Nova,8819.02,2021 Promotion,2021,2,8,,,,48.0,12.0,133048.0,13302.0,0.0
male,Bachelor,86721.0,Divorced,Nova,8828.93,Standard,2017,5,18,,,,118.7,55.8,411275.0,41121.4,11123.5
female,Bachelor,86721.0,Divorced,Nova,8828.93,Standard,2021,11,19,,,,14.0,0.0,2041.0,204.0,0.0
female,Bachelor,34133.0,Divorced,Nova,8834.32,Standard,2021,6,8,,,,14.0,3.0,29721.0,2971.0,0.0
male,Bachelor,22373.0,Married,Nova,8835.16,2021 Promotion,2021,4,6,,,,161.8,11.6,376442.9,37638.09,0.0
female,Bachelor,63909.0,Married,Nova,8836.03,Standard,2019,6,6,,,,231.6,46.7,389314.8,38924.58,3968.0
female,Bachelor,82664.0,Married,Nova,8838.09,Standard,2021,6,24,,,,11.0,5.0,5767.0,576.0,0.0
male,Bachelor,82664.0,Married,Nova,8838.09,Standard,2019,10,17,,,,248.1,100.3,529397.3,52931.53,28171.0
male,Bachelor,82664.0,Married,Nova,8838.09,Standard,2019,7,20,,,,133.7,34.5,313166.6,31309.66,3898.0
male,Bachelor,82664.0,Married,Nova,8838.09,Standard,2020,10,7,,,,104.0,15.0,113127.0,11309.0,5296.0
female,Bachelor,47297.0,Married,Nova,8840.19,Standard,2021,12,4,,,,186.7,39.3,380106.6,38003.26,5266.0
female,College,0.0,Married,Nova,8841.77,Standard,2017,11,13,,,,181.4,52.6,440641.1,44057.61,6168.0
male,Bachelor,95850.0,Married,Nova,8845.07,Standard,2016,10,12,2017.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
male,Bachelor,45600.0,Married,Nova,8845.19,Standard,2019,11,20,2020.0,7.0,1.0,58.9,15.200000000000001,194284.5,19426.95,0.0
female,Doctor,17950.0,Married,Nova,8847.44,Standard,2020,1,15,,,,219.5,47.4,398305.1,39824.41,8011.0
male,Bachelor,53228.0,Married,Nova,8849.69,Standard,2020,10,11,,,,84.5,16.9,203628.6,20355.260000000002,4537.0
female,Bachelor,53228.0,Married,Nova,8849.69,Standard,2015,8,2,,,,178.0,31.400000000000002,257489.4,25741.74,18874.6
female,Bachelor,67969.0,Married,Nova,8852.69,Standard,2017,11,17,,,,118.0,37.0,430534.8,43045.58,13449.1
male,College,0.0,Married,Nova,8858.35,Standard,2020,10,12,,,,76.4,15.0,194581.4,19452.44,0.0
male,Bachelor,48736.0,Married,Nova,8860.65,Standard,2019,4,16,,,,142.1,43.0,356205.4,35614.44,8540.0
female,Bachelor,48736.0,Married,Nova,8860.65,Standard,2019,3,15,,,,249.2,92.60000000000001,453682.2,45362.72,0.0
female,Bachelor,90125.0,Married,Nova,8861.15,Standard,2021,10,12,,,,8.0,0.0,41727.0,4171.0,0.0
male,Bachelor,41854.0,Married,Nova,8861.9,Standard,2021,7,2,2019.0,3.0,-2.0,19.0,7.0,66799.0,6678.0,0.0
female,Bachelor,41854.0,Married,Nova,8861.9,Standard,2019,8,11,,,,99.3,48.3,297602.6,29754.46,0.0
female,Bachelor,81350.0,Married,Nova,8869.62,Standard,2018,9,17,,,,207.6,80.3,405612.5,40554.25,14175.6
male,Bachelor,84731.0,Married,Nova,8874.55,Standard,2019,2,13,,,,364.5,97.4,667917.3,66779.33,38335.9
male,Bachelor,84731.0,Married,Nova,8874.55,Standard,2015,5,5,,,,0.0,0.0,0.0,0.0,0.0
male,Bachelor,52583.0,Single,Nova,8879.79,Standard,2016,11,23,,,,152.2,31.3,288884.9,28882.99,0.0
male,Bachelor,52583.0,Single,Nova,8879.79,Standard,2016,12,18,2017.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
female,Bachelor,52583.0,Single,Nova,8879.79,Standard,2019,2,4,,,,210.8,70.9,430353.2,43028.42,9349.9
female,Bachelor,52583.0,Single,Nova,8879.79,Standard,2020,1,19,,,,192.7,45.6,349863.6,34979.56,12177.5
male,Bachelor,52583.0,Single,Nova,8879.79,Standard,2021,5,24,,,,0.0,0.0,0.0,0.0,0.0
male,Bachelor,52583.0,Single,Nova,8879.79,Standard,2020,5,2,,,,144.6,59.0,289931.4,28988.24,13881.0
female,Bachelor,52583.0,Single,Nova,8879.79,Standard,2019,1,7,,,,241.7,71.1,452325.4,45224.840000000004,0.0
female,Bachelor,58789.0,Married,Nova,8888.14,Standard,2021,12,19,,,,112.1,60.800000000000004,303089.9,30304.89,35547.1
male,Bachelor,21509.0,Single,Nova,8888.88,Standard,2019,1,23,2021.0,1.0,2.0,176.7,57.0,255521.5,25548.65,7596.2
male,Bachelor,83761.0,Divorced,Nova,8900.42,Standard,2021,10,31,,,,0.0,0.0,0.0,0.0,0.0
female,Bachelor,76558.0,Married,Nova,8901.47,Standard,2016,5,5,,,,203.9,37.9,367818.6,36775.66,12292.2
female,College,0.0,Single,Nova,8901.68,Standard,2019,12,28,,,,161.1,29.5,581573.3,58146.63,3166.0
female,Bachelor,58718.0,Single,Nova,8906.99,Standard,2021,12,11,,,,0.0,0.0,0.0,0.0,0.0
female,Bachelor,31991.0,Single,Nova,8915.17,Standard,2019,11,14,,,,237.5,34.0,466248.6,46615.36,4824.0
female,Bachelor,40867.0,Married,Nova,8920.46,2021 Promotion,2021,3,9,,,,61.0,11.0,69519.0,6949.0,0.0
male,College,0.0,Married,Nova,8923.11,Standard,2017,7,10,,,,204.8,44.2,382347.0,38227.0,8405.0
female,Bachelor,98044.0,Single,Nova,8923.15,Standard,2020,10,6,,,,90.3,29.9,141578.7,14154.77,5310.0
female,Bachelor,98044.0,Single,Nova,8923.15,Standard,2018,12,28,,,,218.5,44.4,304914.8,30483.38,20977.6
female,High School or Below,29136.0,Divorced,Nova,8927.57,Standard,2020,6,3,,,,93.4,35.4,225895.0,22582.9,4393.0
female,Bachelor,63326.0,Married,Nova,8935.27,Standard,2019,2,26,,,,196.5,53.2,368149.9,36809.69,8997.2
female,Doctor,18141.0,Married,Nova,8936.37,Standard,2015,5,26,,,,199.6,60.4,243627.6,24354.56,3023.0
female,College,0.0,Married,Nova,8937.12,2021 Promotion,2021,3,27,2020.0,11.0,-1.0,119.7,45.6,332881.9,33283.09,0.0
male,Bachelor,95351.0,Married,Nova,8940.58,Standard,2017,1,11,,,,258.0,57.5,363816.1,36374.909999999996,27021.8
male,Bachelor,83761.0,Married,Nova,8945.69,Standard,2015,8,8,,,,136.8,39.5,254488.7,25442.57,11424.7
female,Bachelor,34614.0,Married,Nova,8954.43,Standard,2018,8,9,,,,175.0,33.7,217843.6,21778.66,0.0
female,Bachelor,97736.0,Married,Nova,8954.84,Standard,2016,5,17,,,,203.8,59.9,447014.5,44693.55,11848.4
female,Bachelor,97736.0,Married,Nova,8954.84,Standard,2015,5,23,,,,190.7,58.8,484407.2,48431.32,24071.2
female,Bachelor,71943.0,Single,Nova,8960.28,Standard,2019,11,13,,,,116.1,11.7,126045.3,12600.130000000001,8018.3
female,Bachelor,71943.0,Single,Nova,8960.28,Standard,2019,8,23,2020.0,4.0,1.0,26.6,7.6,66123.8,6611.18,9310.0
female,Bachelor,97924.0,Married,Nova,8962.8,Standard,2019,10,19,,,,117.0,23.7,282768.0,28269.2,5324.0
male,High School or Below,12829.0,Married,Nova,8970.65,Standard,2019,12,26,,,,196.2,25.9,366841.6,36675.36,11765.3
male,Bachelor,89689.0,Divorced,Nova,8972.14,Standard,2021,6,27,,,,43.0,10.0,76944.0,7691.0,0.0
female,High School or Below,17331.0,Divorced,Nova,8991.98,Standard,2019,1,11,,,,190.1,57.5,337239.4,33716.64,0.0
male,College,0.0,Single,Nova,8992.78,Standard,2020,7,11,2021.0,3.0,1.0,36.3,6.7,141224.4,14120.539999999999,0.0
male,Bachelor,54230.0,Married,Nova,8997.04,Standard,2020,5,21,,,,160.6,37.8,322997.8,32294.28,14629.0
male,College,0.0,Married,Nova,9006.6,Standard,2021,12,11,,,,220.9,48.8,292492.2,29241.92,10744.5
female,College,0.0,Married,Nova,9006.6,Standard,2019,9,23,,,,214.8,47.4,421829.1,42174.11,23476.4
female,Bachelor,32260.0,Married,Nova,9009.22,Standard,2021,11,1,,,,13.0,0.0,17698.0,1769.0,0.0
male,Bachelor,63885.0,Single,Nova,9011.76,Standard,2021,11,23,,,,13.0,0.0,11955.0,1195.0,0.0
female,Bachelor,67840.0,Married,Nova,9012.92,Standard,2019,5,4,2020.0,1.0,1.0,9.5,1.9,32805.4,3279.94,0.0
female,College,0.0,Married,Nova,9015.82,Standard,2019,12,31,,,,168.5,40.7,397734.4,39766.14,0.0
female,Bachelor,71499.0,Married,Nova,9024.2,Standard,2020,8,21,,,,119.4,40.8,145825.8,14576.98,13179.0
male,High School or Below,23675.0,Married,Nova,9025.07,Standard,2018,1,15,,,,192.1,68.3,652361.4,65226.34,10209.2
female,Bachelor,99002.0,Married,Nova,9027.87,Standard,2020,10,18,,,,82.2,28.0,203986.3,20393.83,5235.0
male,Bachelor,76514.0,Married,Nova,9028.31,2021 Promotion,2017,1,18,,,,205.8,62.5,416393.9,41632.29,5179.0
female,Bachelor,76514.0,Married,Nova,9028.31,Standard,2019,6,11,,,,228.7,69.4,437285.5,43720.35,9610.4
female,College,0.0,Single,Nova,9029.94,Standard,2018,7,23,,,,172.9,45.6,336891.9,33683.09,0.0
female,College,0.0,Single,Nova,9029.94,Standard,2020,11,17,2021.0,7.0,1.0,45.4,21.4,89400.9,8938.39,0.0
male,College,0.0,Single,Nova,9031.21,Standard,2018,6,16,,,,128.0,59.2,377310.4,37721.54,0.0
male,College,0.0,Single,Nova,9031.21,Standard,2021,9,27,,,,24.0,5.0,46335.0,4633.0,3090.0
male,College,0.0,Single,Nova,9031.21,2021 Promotion,2021,4,14,,,,55.0,10.0,120516.0,12048.0,4225.0
female,College,0.0,Single,Nova,9031.21,Standard,2018,6,3,,,,185.0,39.8,224882.0,22482.1,23120.3
female,Bachelor,30004.0,Married,Nova,9033.25,Standard,2020,3,15,2020.0,11.0,0.0,148.2,43.7,215127.5,21510.25,16953.7
male,High School or Below,18846.0,Married,Nova,9034.31,Standard,2020,8,7,,,,85.7,31.6,201235.5,20118.75,5031.0
male,High School or Below,18846.0,Married,Nova,9034.31,Standard,2015,7,25,,,,289.6,65.2,516405.9,51634.39,6268.1
male,Bachelor,34337.0,Married,Nova,9035.67,Standard,2017,2,10,,,,173.1,48.4,481883.3,48178.73,17413.5
female,Bachelor,34337.0,Married,Nova,9035.67,Standard,2017,6,17,2021.0,6.0,4.0,110.4,21.3,248102.7,24807.07,0.0
female,Bachelor,34337.0,Married,Nova,9035.67,2021 Promotion,2021,3,7,,,,36.0,8.0,71420.0,7140.0,3553.0
female,Bachelor,89382.0,Married,Nova,9036.66,Standard,2016,5,27,,,,145.9,25.2,368770.0,36870.8,4328.0
female,Bachelor,97745.0,Divorced,Nova,9043.68,Standard,2021,12,22,,,,0.0,0.0,0.0,0.0,0.0
male,Bachelor,97745.0,Divorced,Nova,9043.68,2021 Promotion,2021,3,12,2021.0,11.0,0.0,30.0,6.0,54762.0,5474.0,0.0
male,College,0.0,Married,Nova,9048.98,Standard,2021,12,17,,,,167.3,40.3,343131.8,34304.98,0.0
female,College,0.0,Married,Nova,9048.98,Standard,2017,2,15,,,,203.7,56.3,414829.7,41474.57,19339.7
male,College,0.0,Married,Nova,9048.98,Standard,2020,7,27,,,,98.7,17.8,351099.4,35105.64,8866.5
female,College,0.0,Married,Nova,9048.98,2021 Promotion,2021,4,20,,,,95.0,12.0,98029.0,9801.0,5155.0
female,Bachelor,63800.0,Married,Nova,9050.76,2021 Promotion,2021,2,22,,,,156.2,56.7,327534.9,32745.49,23455.6
female,Bachelor,60964.0,Married,Nova,9051.71,Standard,2019,8,9,,,,187.8,59.5,328126.0,32803.0,4424.0
female,Bachelor,91025.0,Married,Nova,9057.94,Standard,2016,2,25,,,,188.8,34.0,344762.5,34467.95,6801.0
female,College,0.0,Single,Nova,9061.63,Standard,2019,3,3,,,,182.8,69.5,447736.7,44764.97,37106.8
male,Bachelor,42743.0,Married,Nova,9061.95,Standard,2018,12,31,2019.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
male,Bachelor,78250.0,Married,Nova,9067.66,Standard,2016,3,17,,,,147.7,37.5,441184.8,44111.48,0.0
male,Bachelor,37722.0,Single,Nova,9075.77,Standard,2019,3,10,,,,170.8,21.3,341421.8,34135.98,0.0
male,Bachelor,37722.0,Single,Nova,9075.77,Standard,2017,12,13,2018.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
male,Bachelor,20290.0,Married,Nova,9079.82,Standard,2015,8,3,,,,0.0,0.0,0.0,0.0,0.0
male,Bachelor,20290.0,Married,Nova,9079.82,2021 Promotion,2021,2,10,,,,209.3,67.3,527162.3,52708.33,13607.4
male,Bachelor,69853.0,Married,Nova,9080.6,Standard,2019,12,6,,,,167.0,57.3,329998.7,32992.07,21771.4
female,Bachelor,33897.0,Married,Nova,9080.64,Standard,2021,5,2,,,,36.0,21.0,73141.0,7312.0,0.0
female,Bachelor,33897.0,Married,Nova,9080.64,Standard,2017,5,21,,,,172.9,23.4,350328.2,35025.22,5506.0
female,Bachelor,45310.0,Married,Nova,9090.27,Standard,2018,3,23,,,,265.3,46.8,469341.5,46926.95,5622.1
female,Bachelor,37937.0,Married,Nova,9095.05,Standard,2016,3,3,2017.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
male,Bachelor,37937.0,Married,Nova,9095.05,Standard,2021,10,10,,,,12.0,5.0,22397.0,2238.0,0.0
male,Bachelor,37937.0,Married,Nova,9095.05,Standard,2015,7,19,,,,208.6,47.300000000000004,302374.6,30229.86,0.0
female,Bachelor,37937.0,Married,Nova,9095.05,Standard,2019,6,5,,,,201.3,29.2,412771.6,41269.56,7330.2
male,Bachelor,59183.0,Married,Nova,9100.73,Standard,2015,8,14,,,,183.6,45.9,332589.0,33252.4,25328.0
female,Doctor,26049.0,Married,Nova,9102.27,Standard,2016,5,13,,,,195.9,73.3,369757.5,36969.65,11017.0
female,Bachelor,73759.0,Married,Nova,9102.9,Standard,2016,2,20,,,,117.5,51.9,202677.6,20263.260000000002,3289.0
female,Bachelor,74143.0,Married,Nova,9106.87,Standard,2018,4,10,,,,189.1,42.6,303643.4,30357.04,3415.0
male,Bachelor,54751.0,Married,Nova,9111.76,Standard,2019,5,21,,,,187.1,35.8,366461.2,36638.42,0.0
female,Bachelor,54751.0,Married,Nova,9111.76,Standard,2020,11,24,2021.0,7.0,1.0,86.4,28.5,164428.7,16436.67,7553.0
female,College,0.0,Married,Nova,9117.44,Standard,2015,5,18,,,,252.8,33.2,444189.9,44408.89,11405.7
male,Bachelor,63878.0,Married,Nova,9120.07,Standard,2016,6,7,,,,158.3,42.3,435921.4,43583.84,3850.0
male,Bachelor,63878.0,Married,Nova,9120.07,Standard,2019,1,3,,,,164.3,35.6,428553.5,42846.25,14088.0
male,Bachelor,99368.0,Married,Nova,9124.6,Standard,2016,10,7,,,,221.9,47.6,509510.7,50942.57,8169.0
male,Bachelor,21150.0,Married,Nova,9144.86,Standard,2017,2,19,2021.0,12.0,4.0,209.2,53.7,441662.0,44159.7,5218.0
female,Bachelor,68236.0,Married,Nova,9148.88,Standard,2016,7,11,,,,217.1,57.9,589183.1,58908.11,27413.2
male,Bachelor,60423.0,Married,Nova,9152.49,Standard,2017,8,22,,,,291.0,70.4,434429.4,43434.84,22246.5
male,College,0.0,Married,Nova,9155.24,Standard,2020,2,5,,,,165.8,28.9,384968.4,38490.44,18557.2
female,Bachelor,61200.0,Single,Nova,9156.27,Standard,2019,4,26,,,,235.4,69.5,483405.2,48332.22,0.0
male,Bachelor,96331.0,Divorced,Nova,9159.01,Standard,2016,12,1,,,,176.8,46.9,473702.1,47361.91,16131.0
male,Bachelor,53792.0,Married,Nova,9165.72,Standard,2020,5,11,,,,117.4,39.0,336745.4,33667.04,3437.0
female,Bachelor,60433.0,Married,Nova,9171.0,Standard,2021,5,8,2019.0,1.0,-2.0,51.0,4.0,117186.0,11717.0,0.0
female,Bachelor,29098.0,Married,Nova,9177.95,Standard,2016,10,21,,,,174.6,42.7,356425.5,35634.65,11377.0
female,Bachelor,47663.0,Divorced,Nova,9180.15,Standard,2016,3,20,,,,178.7,33.6,384464.0,38437.6,0.0
male,Bachelor,73795.0,Married,Nova,9185.03,Standard,2019,8,3,,,,204.3,45.0,404551.39999999997,40443.04,6349.8
male,Bachelor,99443.0,Married,Nova,9189.52,Standard,2017,10,24,,,,179.5,49.2,422482.0,42238.8,9155.0
male,Bachelor,99443.0,Married,Nova,9189.52,Standard,2016,11,28,2017.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
male,Bachelor,77603.0,Married,Nova,9191.67,Standard,2017,2,5,2021.0,11.0,4.0,176.1,56.0,364020.0,36394.6,16034.8
male,Bachelor,77603.0,Married,Nova,9191.67,Standard,2017,1,15,,,,154.3,51.6,333537.2,33344.72,6665.2
female,Bachelor,37388.0,Married,Nova,9192.59,Standard,2017,6,8,,,,166.6,43.2,344849.8,34478.18,19950.2
male,Bachelor,37388.0,Married,Nova,9192.59,Standard,2020,2,7,,,,251.6,74.9,408486.8,40839.68,0.0
male,Bachelor,37399.0,Married,Nova,9199.39,Standard,2021,12,7,,,,0.0,0.0,0.0,0.0,0.0
male,Bachelor,37399.0,Married,Nova,9199.39,Standard,2017,10,12,,,,174.6,70.3,352693.7,35261.77,13070.5
female,College,0.0,Divorced,Nova,9199.54,Standard,2019,7,31,,,,166.2,54.4,446679.5,44660.65,3604.0
male,College,0.0,Divorced,Nova,9199.54,Standard,2020,10,6,,,,57.7,27.7,173147.5,17308.65,4277.0
female,College,0.0,Married,Nova,9202.64,Standard,2015,10,11,,,,284.1,56.6,512434.0,51234.3,4400.0
female,College,0.0,Married,Nova,9202.64,Standard,2018,3,10,,,,209.2,23.4,368761.3,36867.63,2854.0
female,Bachelor,55542.0,Single,Nova,9206.43,Standard,2021,5,19,,,,0.0,0.0,0.0,0.0,0.0
female,Master,24589.0,Married,Nova,9206.6,Standard,2018,10,14,,,,202.5,49.0,424888.5,42482.65,18688.4
male,Master,24589.0,Married,Nova,9206.6,Standard,2018,8,12,,,,217.3,40.8,526551.9,52645.79,7568.7
male,Bachelor,71888.0,Married,Nova,9215.54,Standard,2015,12,28,,,,187.4,44.3,427391.5,42730.45,18637.3
male,Bachelor,26351.0,Divorced,Nova,9217.98,Standard,2020,7,13,,,,192.3,41.3,309187.8,30909.18,11203.0
female,College,0.0,Single,Nova,9220.01,2021 Promotion,2021,3,8,,,,94.0,20.0,146447.0,14641.0,0.0
female,College,0.0,Single,Nova,9220.01,2021 Promotion,2021,3,25,,,,49.0,11.0,111936.0,11190.0,0.0
male,College,0.0,Single,Nova,9227.57,Standard,2021,10,12,2019.0,6.0,-2.0,7.0,3.0,25270.0,2527.0,0.0
female,College,0.0,Married,Nova,9227.95,Standard,2018,12,7,,,,236.7,40.8,380351.3,38026.63,11506.7
